multiverse_id,mtgo_id,set,collector_number,Rarity,Name,Mana Cost,Converted Mana Cost,Type Line,artist,USD Price,USD Foil Price,eur_price,tix_price,image_uri,scryfall_uri
146746,29493,SHM,277,R,Mystic Gate,"",0.0,Land,Fred Fields,21.47,31.31,11.08,0.09,https://img.scryfall.com/cards/large/en/shm/277.jpg?1535415595,https://scryfall.com/card/shm/277/mystic-gate
240134,44049,AVR,102,R,Exquisite Blood,{4}{B},5.0,Enchantment,Cynthia Sheppard,21.44,24.54,13.29,0.09,https://img.scryfall.com/cards/large/en/avr/102.jpg?1517813031,https://scryfall.com/card/avr/102/exquisite-blood
140166,28433,LRW,262,R,Thorn of Amethyst,{2},2.0,Artifact,Chuck Lukacs,21.37,78.97,9.41,0.21,https://img.scryfall.com/cards/large/en/lrw/262.jpg?1517813031,https://scryfall.com/card/lrw/262/thorn-of-amethyst
49440,20217,MRD,169,R,Extraplanar Lens,{3},3.0,Artifact,Lars Grant-West,21.36,37.07,9.05,0.32,https://img.scryfall.com/cards/large/en/mrd/169.jpg?1517813031,https://scryfall.com/card/mrd/169/extraplanar-lens
146762,29509,SHM,81,R,Wound Reflection,{5}{B},6.0,Enchantment,Terese Nielsen & Ron Spencer,21.36,43.41,9.54,0.01,https://img.scryfall.com/cards/large/en/shm/81.jpg?1517813031,https://scryfall.com/card/shm/81/wound-reflection
50253,20977,CHK,124,R,Marrow-Gnawer,{3}{B}{B},5.0,Creature,Wayne Reynolds,21.34,51.96,5.89,0.02,https://img.scryfall.com/cards/large/en/chk/124.jpg?1517813031,https://scryfall.com/card/chk/124/marrow-gnawer
122123,24823,CSP,78,R,Braid of Fire,{1}{R},2.0,Enchantment,Cyril Van Der Haegen,21.31,42.98,7.34,0.16,https://img.scryfall.com/cards/large/en/csp/78.jpg?1517813031,https://scryfall.com/card/csp/78/braid-of-fire
391883,55410,FRF,20,M,Monastery Mentor,{2}{W},3.0,Creature,Magali Villeneuve,20.9,39.23,9.69,5.82,https://img.scryfall.com/cards/large/en/frf/20.jpg?1517813031,https://scryfall.com/card/frf/20/monastery-mentor
370636,49465,M14,111,M,Rise of the Dark Realms,{7}{B}{B},9.0,Sorcery,Michael Komarck,20.51,24.78,14.41,1.35,https://img.scryfall.com/cards/large/en/m14/111.jpg?1517813031,https://scryfall.com/card/m14/111/rise-of-the-dark-realms
179547,32276,ARB,8,R,Meddling Mage,{W}{U},2.0,Creature,Todd Lockwood,20.38,42.43,10.86,0.96,https://img.scryfall.com/cards/large/en/arb/8.jpg?1517813031,https://scryfall.com/card/arb/8/meddling-mage
279712,45224,M13,200,M,Akroma's Memorial,{7},7.0,Artifact,Dan Scott,20.18,31.47,11.68,0.11,https://img.scryfall.com/cards/large/en/m13/200.jpg?1517813031,https://scryfall.com/card/m13/200/akromas-memorial
136047,26822,FUT,173,U,Tolaria West,"",0.0,Land,Khang Le,19.99,36.74,6.46,3.05,https://img.scryfall.com/cards/large/en/fut/173.jpg?1530718954,https://scryfall.com/card/fut/173/tolaria-west
240070,43979,AVR,79,M,"Tamiyo, the Moon Sage",{3}{U}{U},5.0,Planeswalker,Eric Deschamps,19.97,50.0,12.88,0.38,https://img.scryfall.com/cards/large/en/avr/79.jpg?1517813031,https://scryfall.com/card/avr/79/tamiyo-the-moon-sage
389477,55043,C14,104,R,Cyclonic Rift,{1}{U},2.0,Instant,Chris Rahn,19.96,,13.22,0.38,https://img.scryfall.com/cards/large/en/c14/104.jpg?1530677597,https://scryfall.com/card/c14/104/cyclonic-rift
450253,68145,M19,306,M,Nexus of Fate,{5}{U}{U},7.0,Instant,Mike Bierek,,19.39,7.12,13.63,https://img.scryfall.com/cards/large/en/m19/306.jpg?1550201557,https://scryfall.com/card/m19/306/nexus-of-fate
146747,29495,SHM,281,R,Wooded Bastion,"",0.0,Land,Christopher Moeller,19.36,22.93,7.55,0.04,https://img.scryfall.com/cards/large/en/shm/281.jpg?1535415597,https://scryfall.com/card/shm/281/wooded-bastion
170987,34374,ZEN,126,R,Goblin Guide,{R},1.0,Creature — Goblin Scout,Warren Mahy,19.24,32.45,14.91,1.98,https://img.scryfall.com/cards/large/en/zen/126.jpg?1517813031,https://scryfall.com/card/zen/126/goblin-guide
456823,70049,UMA,227,R,Engineered Explosives,{X},0.0,Artifact,Lars Grant-West,19.2,29.46,18.26,29.39,https://img.scryfall.com/cards/large/front/f/1/f1e2b69e-b06b-46a5-ac57-a6a180eeecc7.jpg?1547518428,https://scryfall.com/card/uma/227/engineered-explosives
291507,46259,V12,2,M,"Boseiju, Who Shelters All","",0.0,Land,Ralph Horsley,,19.15,9.27,,https://img.scryfall.com/cards/large/front/e/0/e01b7141-9576-445b-bcd4-00d79850a4dd.jpg?1539108811,https://scryfall.com/card/v12/2/boseiju-who-shelters-all
460980,71712,WAR,53,M,God-Eternal Kefnet,{2}{U}{U},4.0,Creature — Zombie God,Lius Lasahido,18.86,31.64,9.46,13.03,https://img.scryfall.com/cards/large/front/5/e/5e14060f-9167-4e28-a053-77689e066e30.jpg?1555740489,https://scryfall.com/card/war/53/god-eternal-kefnet
77924,21185,CHK,277,R,Hall of the Bandit Lord,"",0.0,Land,Paolo Parente,18.86,45.17,7.11,0.39,https://img.scryfall.com/cards/large/en/chk/277.jpg?1517813031,https://scryfall.com/card/chk/277/hall-of-the-bandit-lord
193490,36450,ROE,91,R,Training Grounds,{U},1.0,Enchantment,James Ryman,18.8,25.39,11.03,0.38,https://img.scryfall.com/cards/large/en/roe/91.jpg?1530592355,https://scryfall.com/card/roe/91/training-grounds
370432,48860,MMA,170,R,Tooth and Nail,{5}{G}{G},7.0,Sorcery,Jesper Ejsing,18.74,27.8,10.73,0.37,https://img.scryfall.com/cards/large/en/mma/170.jpg?1517813031,https://scryfall.com/card/mma/170/tooth-and-nail
45279,19179,8ED,64,R,Bribery,{3}{U}{U},5.0,Sorcery,Andrew Robinson,18.7,35.09,9.02,0.48,https://img.scryfall.com/cards/large/en/8ed/64.jpg?1517813031,https://scryfall.com/card/8ed/64/bribery
398434,57880,ORI,60,M,"Jace, Vryn's Prodigy // Jace, Telepath Unbound",{1}{U},2.0,Creature — Human Wizard // Planeswalker — Jace,Jaime Jones,18.69,31.34,13.95,7.17,https://img.scryfall.com/cards/large/en/ori/60a.jpg?1527690191,https://scryfall.com/card/ori/60/jace-vryns-prodigy-jace-telepath-unbound
205337,44718,HOP,111,R,Darksteel Forge,{9},9.0,Artifact,Martina Pilcerova,18.64,,,1.05,https://img.scryfall.com/cards/large/en/hop/111.jpg?1517813031,https://scryfall.com/card/hop/111/darksteel-forge
124220,25895,TSP,255,R,Gauntlet of Power,{5},5.0,Artifact,Greg Hildebrandt,18.59,35.11,8.28,0.01,https://img.scryfall.com/cards/large/en/tsp/255.jpg?1517813031,https://scryfall.com/card/tsp/255/gauntlet-of-power
116742,25763,TSP,120,R,Nether Traitor,{B}{B},2.0,Creature — Spirit,Vance Kovacs,18.59,17.14,7.21,0.02,https://img.scryfall.com/cards/large/en/tsp/120.jpg?1517813031,https://scryfall.com/card/tsp/120/nether-traitor
397880,57312,MM2,16,M,"Elesh Norn, Grand Cenobite",{5}{W}{W},7.0,Creature — Praetor,Igor Kieryluk,18.55,21.7,12.09,0.64,https://img.scryfall.com/cards/large/en/mm2/16.jpg?1517813031,https://scryfall.com/card/mm2/16/elesh-norn-grand-cenobite
193660,36656,ROE,33,M,"Linvala, Keeper of Silence",{2}{W}{W},4.0,Creature — Angel,Igor Kieryluk,18.52,86.92,10.18,0.24,https://img.scryfall.com/cards/large/en/roe/33.jpg?1530592083,https://scryfall.com/card/roe/33/linvala-keeper-of-silence
214368,39730,NPH,161,M,Sword of War and Peace,{3},3.0,Artifact — Equipment,Chris Rahn,18.29,30.23,11.62,1.58,https://img.scryfall.com/cards/large/en/nph/161.jpg?1517813031,https://scryfall.com/card/nph/161/sword-of-war-and-peace
150992,29950,EVE,68,R,Helix Pinnacle,{G},1.0,Enchantment,Dan Scott,17.65,25.88,7.48,0.11,https://img.scryfall.com/cards/large/en/eve/68.jpg?1517813031,https://scryfall.com/card/eve/68/helix-pinnacle
457327,71366,RNA,183,M,Hydroid Krasis,{X}{G}{U},2.0,Creature — Jellyfish Hydra Beast,Jason Felix,17.61,30.05,14.58,14.62,https://img.scryfall.com/cards/large/front/8/0/801dd9c6-b159-4e1c-af2c-214c1f573633.jpg?1549414847,https://scryfall.com/card/rna/183/hydroid-krasis
214063,39537,MBS,21,M,Consecrated Sphinx,{4}{U}{U},6.0,Creature — Sphinx,Mark Zug,17.53,32.84,9.37,0.78,https://img.scryfall.com/cards/large/en/mbs/21.jpg?1517813031,https://scryfall.com/card/mbs/21/consecrated-sphinx
407596,59417,OGW,86,M,"Kalitas, Traitor of Ghet",{2}{B}{B},4.0,Creature — Vampire Warrior,Todd Lockwood,17.53,31.19,12.69,3.56,https://img.scryfall.com/cards/large/en/ogw/86.jpg?1517813031,https://scryfall.com/card/ogw/86/kalitas-traitor-of-ghet
212252,38351,SOM,145,R,Contagion Engine,{6},6.0,Artifact,Daarken,17.47,24.3,7.08,0.02,https://img.scryfall.com/cards/large/en/som/145.jpg?1517813031,https://scryfall.com/card/som/145/contagion-engine
370420,49016,MMA,176,R,Grand Arbiter Augustin IV,{2}{W}{U},4.0,Creature — Human Advisor,Zoltan Boros & Gabor Szikszai,17.33,25.31,10.05,0.04,https://img.scryfall.com/cards/large/en/mma/176.jpg?1517813031,https://scryfall.com/card/mma/176/grand-arbiter-augustin-iv
442889,67467,DOM,1,M,"Karn, Scion of Urza",{4},4.0,Planeswalker — Karn,Chase Stone,17.31,39.11,15.41,3.75,https://img.scryfall.com/cards/large/en/dom/1.jpg?1524789999,https://scryfall.com/card/dom/1/karn-scion-of-urza
213731,39329,MBS,145,R,Inkmoth Nexus,"",0.0,Land,Jung Park,17.15,48.42,10.94,3.44,https://img.scryfall.com/cards/large/en/mbs/145.jpg?1517813031,https://scryfall.com/card/mbs/145/inkmoth-nexus
80527,21373,CHK,230,R,Nature's Will,{2}{G}{G},4.0,Enchantment,Mitch Cotie,17.15,30.4,5.41,0.02,https://img.scryfall.com/cards/large/en/chk/230.jpg?1517813031,https://scryfall.com/card/chk/230/natures-will
5174,10293,STH,34,R,Intruder Alarm,{2}{U},3.0,Enchantment,Donato Giancola,17.13,,8.63,0.58,https://img.scryfall.com/cards/large/en/sth/34.jpg?1517813031,https://scryfall.com/card/sth/34/intruder-alarm
151979,29587,SHM,140,R,Enchanted Evening,{3}{W/U}{W/U},5.0,Enchantment,Rebecca Guay,17.12,39.2,7.71,0.01,https://img.scryfall.com/cards/large/en/shm/140.jpg?1517813031,https://scryfall.com/card/shm/140/enchanted-evening
425889,63213,MM3,64,R,Death's Shadow,{B},1.0,Creature — Avatar,Howard Lyon,17.06,30.76,16.48,3.62,https://img.scryfall.com/cards/large/en/mm3/64.jpg?1517813031,https://scryfall.com/card/mm3/64/deaths-shadow
460940,71632,WAR,13,M,Gideon Blackblade,{1}{W}{W},3.0,Planeswalker — Gideon,Viktor Titov,17.05,27.95,13.11,5.53,https://img.scryfall.com/cards/large/front/3/9/39d51c5e-26cb-4276-a676-fabfef866248.jpg?1555740284,https://scryfall.com/card/war/13/gideon-blackblade
153968,29653,SHM,211,C,Manamorphose,{1}{R/G},2.0,Instant,Jeff Miracola,17.01,44.1,9.89,3.21,https://img.scryfall.com/cards/large/en/shm/211.jpg?1517813031,https://scryfall.com/card/shm/211/manamorphose
397824,57380,MM2,67,M,Vendilion Clique,{1}{U}{U},3.0,Creature — Faerie Wizard,Willian Murai,17.01,28.31,16.35,6.74,https://img.scryfall.com/cards/large/en/mm2/67.jpg?1517813031,https://scryfall.com/card/mm2/67/vendilion-clique
84359,21940,SOK,19,R,"Michiko Konda, Truth Seeker",{3}{W},4.0,Creature — Human Advisor,Christopher Moeller,17.0,26.46,7.94,0.02,https://img.scryfall.com/cards/large/en/sok/19.jpg?1517813031,https://scryfall.com/card/sok/19/michiko-konda-truth-seeker
197759,35523,WWK,109,M,"Omnath, Locus of Mana",{2}{G},3.0,Creature — Elemental,Mike Bierek,16.97,36.52,7.25,0.76,https://img.scryfall.com/cards/large/en/wwk/109.jpg?1530592652,https://scryfall.com/card/wwk/109/omnath-locus-of-mana
438648,66043,IMA,82,R,Bloodghast,{B}{B},2.0,Creature — Vampire Spirit,Daarken,16.95,23.33,14.37,9.63,https://img.scryfall.com/cards/large/en/ima/82.jpg?1530592021,https://scryfall.com/card/ima/82/bloodghast
218002,39792,NPH,127,M,"Vorinclex, Voice of Hunger",{6}{G}{G},8.0,Creature — Praetor,Karl Kopinski,16.89,35.65,8.96,0.47,https://img.scryfall.com/cards/large/en/nph/127.jpg?1517813031,https://scryfall.com/card/nph/127/vorinclex-voice-of-hunger
378528,51745,BNG,156,M,"Xenagos, God of Revels",{3}{R}{G},5.0,Enchantment Creature — God,Jason Chan,16.83,50.88,9.33,0.57,https://img.scryfall.com/cards/large/en/bng/156.jpg?1517813031,https://scryfall.com/card/bng/156/xenagos-god-of-revels
214386,39754,NPH,68,M,Phyrexian Obliterator,{B}{B}{B}{B},4.0,Creature — Horror,Todd Lockwood,16.81,36.5,15.43,7.47,https://img.scryfall.com/cards/large/en/nph/68.jpg?1517813031,https://scryfall.com/card/nph/68/phyrexian-obliterator
4592,9411,WTH,164,U,Gemstone Mine,"",0.0,Land,Brom,16.76,,7.41,18.75,https://img.scryfall.com/cards/large/en/wth/164.jpg?1517813031,https://scryfall.com/card/wth/164/gemstone-mine
51136,20794,5DN,137,R,Mycosynth Golem,{11},11.0,Artifact Creature — Golem,Paolo Parente,16.7,23.98,6.51,0.08,https://img.scryfall.com/cards/large/en/5dn/137.jpg?1517813031,https://scryfall.com/card/5dn/137/mycosynth-golem
51135,20792,5DN,116,R,Doubling Cube,{2},2.0,Artifact,Mark Tedin,16.64,33.73,6.12,0.01,https://img.scryfall.com/cards/large/en/5dn/116.jpg?1517813031,https://scryfall.com/card/5dn/116/doubling-cube
89089,23486,RAV,257,R,Cloudstone Curio,{3},3.0,Artifact,Heather Hudson,16.61,24.21,5.97,0.02,https://img.scryfall.com/cards/large/en/rav/257.jpg?1517813031,https://scryfall.com/card/rav/257/cloudstone-curio
394519,56314,DTK,177,R,Collected Company,{3}{G},4.0,Instant,Franz Vohwinkel,16.6,44.91,15.3,5.27,https://img.scryfall.com/cards/large/en/dtk/177.jpg?1517813031,https://scryfall.com/card/dtk/177/collected-company
447366,68621,M19,229,M,Crucible of Worlds,{3},3.0,Artifact,Ron Spencer,16.6,25.63,9.4,0.96,https://img.scryfall.com/cards/large/en/m19/229.jpg?1531451273,https://scryfall.com/card/m19/229/crucible-of-worlds
249896,43291,DKA,70,M,"Mikaeus, the Unhallowed",{3}{B}{B}{B},6.0,Creature — Zombie Cleric,Chris Rahn,16.53,57.73,13.48,1.03,https://img.scryfall.com/cards/large/front/8/0/801b124d-3546-4882-a6e1-c9c353628a18.jpg?1545407394,https://scryfall.com/card/dka/70/mikaeus-the-unhallowed
146753,29501,SHM,271,R,Fire-Lit Thicket,"",0.0,Land,Ralph Horsley,16.48,23.28,6.93,0.14,https://img.scryfall.com/cards/large/en/shm/271.jpg?1535415607,https://scryfall.com/card/shm/271/fire-lit-thicket
185136,31871,CON,115,M,Maelstrom Archangel,{W}{U}{B}{R}{G},5.0,Creature — Angel,Cyril Van Der Haegen,16.38,24.94,6.55,0.32,https://img.scryfall.com/cards/large/en/con/115.jpg?1517813031,https://scryfall.com/card/con/115/maelstrom-archangel
383251,53564,M15,210,M,"Garruk, Apex Predator",{5}{B}{G},7.0,Planeswalker — Garruk,Tyler Jacobson,16.36,27.5,9.77,0.67,https://img.scryfall.com/cards/large/en/m15/210.jpg?1517813031,https://scryfall.com/card/m15/210/garruk-apex-predator
205377,44418,HOP,97,R,Balefire Liege,{2}{R/W}{R/W}{R/W},5.0,Creature — Spirit Horror,Ralph Horsley,16.28,,,3.59,https://img.scryfall.com/cards/large/en/hop/97.jpg?1517813031,https://scryfall.com/card/hop/97/balefire-liege
136196,26882,FUT,174,U,Dryad Arbor,"",0.0,Land Creature — Forest Dryad,Eric Fortune,16.23,75.81,6.28,0.34,https://img.scryfall.com/cards/large/en/fut/174.jpg?1517813031,https://scryfall.com/card/fut/174/dryad-arbor
452841,69555,GRN,91,M,Arclight Phoenix,{3}{R},4.0,Creature — Phoenix,Slawomir Maniak,16.19,55.83,14.74,33.98,https://img.scryfall.com/cards/large/front/7/8/787de9ce-02c5-4a17-a88b-d38e83dbeb0b.jpg?1544123471,https://scryfall.com/card/grn/91/arclight-phoenix
370354,48644,MMA,56,R,Pact of Negation,{0},0.0,Instant,Jason Chan,16.17,21.6,9.21,4.86,https://img.scryfall.com/cards/large/en/mma/56.jpg?1517813031,https://scryfall.com/card/mma/56/pact-of-negation
214065,39301,MBS,97,M,"Tezzeret, Agent of Bolas",{2}{U}{B},4.0,Planeswalker — Tezzeret,Aleksi Briclot,15.88,74.21,13.3,1.72,https://img.scryfall.com/cards/large/en/mbs/97.jpg?1517813031,https://scryfall.com/card/mbs/97/tezzeret-agent-of-bolas
447344,68577,M19,208,M,Vivien Reid,{3}{G}{G},5.0,Planeswalker — Vivien,Anna Steinbauer,15.88,27.59,12.27,2.48,https://img.scryfall.com/cards/large/en/m19/208.jpg?1531451082,https://scryfall.com/card/m19/208/vivien-reid
239995,44125,AVR,106,M,Griselbrand,{4}{B}{B}{B}{B},8.0,Creature — Demon,Igor Kieryluk,15.79,29.11,12.47,6.82,https://img.scryfall.com/cards/large/en/avr/106.jpg?1517813031,https://scryfall.com/card/avr/106/griselbrand
179540,32266,ARB,130,M,Maelstrom Nexus,{W}{U}{B}{R}{G},5.0,Enchantment,Steven Belledin,15.76,29.96,9.29,0.38,https://img.scryfall.com/cards/large/en/arb/130.jpg?1517813031,https://scryfall.com/card/arb/130/maelstrom-nexus
430834,64774,HOU,145,M,The Scarab God,{3}{U}{B},5.0,Creature — God,Lius Lasahido,15.73,26.35,10.06,0.46,https://img.scryfall.com/cards/large/en/hou/145.jpg?1517813031,https://scryfall.com/card/hou/145/the-scarab-god
398564,58126,ORI,221,M,Alhammarret's Archive,{5},5.0,Artifact,Richard Wright,15.6,22.76,8.78,1.11,https://img.scryfall.com/cards/large/en/ori/221.jpg?1517813031,https://scryfall.com/card/ori/221/alhammarrets-archive
457330,71372,RNA,186,M,"Kaya, Orzhov Usurper",{1}{W}{B},3.0,Planeswalker — Kaya,Yongjae Choi,15.43,35.17,11.15,33.82,https://img.scryfall.com/cards/large/front/f/d/fdb4b2ef-5196-4f7f-88ff-64b2cdb36c6b.jpg?1549414863,https://scryfall.com/card/rna/186/kaya-orzhov-usurper
386725,54202,KTK,248,R,Windswept Heath,"",0.0,Land,Yeong-Hao Han,15.35,32.46,10.64,3.82,https://img.scryfall.com/cards/large/en/ktk/248.jpg?1535416224,https://scryfall.com/card/ktk/248/windswept-heath
,,PGPX,2014,M,Batterskull,{5},5.0,Artifact — Equipment,Igor Kieryluk,,15.22,12.82,,https://img.scryfall.com/cards/large/en/pgpx/2014.jpg?1517813031,https://scryfall.com/card/pgpx/2014/batterskull
45386,19587,8ED,178,R,Blood Moon,{2}{R},3.0,Enchantment,Franz Vohwinkel,15.19,119.97,14.98,8.63,https://img.scryfall.com/cards/large/en/8ed/178.jpg?1517813031,https://scryfall.com/card/8ed/178/blood-moon
443112,67913,DOM,224,M,Mox Amber,{0},0.0,Artifact,Steven Belledin,15.13,37.42,9.67,0.71,https://img.scryfall.com/cards/large/en/dom/224.jpg?1524792252,https://scryfall.com/card/dom/224/mox-amber
205012,37374,M11,97,M,Grave Titan,{4}{B}{B},6.0,Creature — Giant,Nils Hamm,14.96,26.52,8.54,1.57,https://img.scryfall.com/cards/large/en/m11/97.jpg?1517813031,https://scryfall.com/card/m11/97/grave-titan
380453,52120,JOU,163,R,Mana Confluence,"",0.0,Land,Richard Wright,14.93,23.32,9.64,4.54,https://img.scryfall.com/cards/large/en/jou/163.jpg?1517813031,https://scryfall.com/card/jou/163/mana-confluence
29933,16861,ODY,108,R,Time Stretch,{8}{U}{U},10.0,Sorcery,Paolo Parente,14.9,35.43,7.05,0.04,https://img.scryfall.com/cards/large/en/ody/108.jpg?1517813031,https://scryfall.com/card/ody/108/time-stretch
146766,29513,SHM,74,R,Polluted Bonds,{3}{B}{B},5.0,Enchantment,Michael Sutfin,14.83,28.32,4.41,0.02,https://img.scryfall.com/cards/large/en/shm/74.jpg?1517813031,https://scryfall.com/card/shm/74/polluted-bonds
414380,61144,EMN,85,R,Collective Brutality,{1}{B},2.0,Sorcery,Johann Bodin,14.77,34.98,14.76,7.43,https://img.scryfall.com/cards/large/en/emn/85.jpg?1517813031,https://scryfall.com/card/emn/85/collective-brutality
401633,58928,V15,6,M,Baneslayer Angel,{3}{W}{W},5.0,Creature — Angel,Greg Staples,,14.74,7.36,,https://img.scryfall.com/cards/large/en/v15/6.jpg?1517813031,https://scryfall.com/card/v15/6/baneslayer-angel
249662,42790,ISD,199,R,Parallel Lives,{3}{G},4.0,Enchantment,Steve Prescott,14.7,19.33,7.69,0.02,https://img.scryfall.com/cards/large/front/0/1/01033dae-fec1-41f2-b7f2-cc6a43331790.jpg?1545408747,https://scryfall.com/card/isd/199/parallel-lives
190400,34604,ZEN,228,R,"Valakut, the Molten Pinnacle","",0.0,Land,Kieran Yanner,14.7,24.55,8.47,0.42,https://img.scryfall.com/cards/large/en/zen/228.jpg?1517813031,https://scryfall.com/card/zen/228/valakut-the-molten-pinnacle
135221,27230,10E,208,U,Goblin Lore,{1}{R},2.0,Sorcery,D. Alexander Gregory,14.49,52.66,9.47,0.44,https://img.scryfall.com/cards/large/en/10e/208.jpg?1517813031,https://scryfall.com/card/10e/208/goblin-lore
435226,65160,XLN,74,R,"Search for Azcanta // Azcanta, the Sunken Ruin",{1}{U},2.0,Enchantment // Land,Magali Villeneuve,14.49,29.78,13.53,2.69,https://img.scryfall.com/cards/large/en/xln/74a.jpg?1527428520,https://scryfall.com/card/xln/74/search-for-azcanta-azcanta-the-sunken-ruin
